session_id,device_id,customer_id,session_start,duration_minutes,avg_bitrate_kbps,packet_loss_pct,uptime_pct,dropped_connection,network_type
31,37,7,2026-06-30 02:14:04.455082,113.6,9855.0,1.22,98.78,0,Wired IP
32,88,49,2026-01-28 05:54:17.854800,102.6,10115.0,0.06,99.94,0,Cellular Bonded
33,126,87,2026-02-11 01:00:59.818588,52.1,8119.0,0.26,99.74,0,Cellular Bonded
34,195,113,2025-12-17 14:12:51.355781,112.3,6348.0,1.13,98.87,0,Cellular Bonded
35,286,109,2026-05-23 17:13:05.249398,105.9,8229.0,0.03,99.97,0,WiFi
36,167,19,2026-01-02 22:26:35.907636,9.6,5232.0,1.52,98.48,0,Cellular Bonded
37,29,8,2026-07-24 18:24:08.673632,101.8,9381.0,0.02,99.98,0,WiFi
38,17,29,2026-07-01 16:16:00.025887,73.4,10201.0,0.38,99.62,0,Satellite Hybrid
39,206,45,2026-08-11 06:14:54.330831,79.9,7570.0,1.18,98.82,0,Satellite Hybrid
40,109,52,2025-11-13 09:53:12.952787,85.7,11270.0,0.26,99.74,0,WiFi
41,291,118,2026-01-05 00:54:48.239098,151.2,10931.0,0.61,99.39,0,Cellular Bonded
42,162,45,2026-06-26 17:12:59.591583,132.4,6849.0,0.36,99.64,0,WiFi
43,256,101,2026-01-15 04:30:19.051982,159.7,6940.0,0.16,99.84,0,Cellular Bonded
44,235,75,2025-12-12 09:15:04.273032,87.8,8938.0,0.23,99.77,0,Cellular Bonded
45,72,13,2026-02-06 21:26:49.633502,12.6,10996.0,0.31,99.69,0,Cellular Bonded
46,288,119,2026-07-17 16:14:46.587020,58.0,6101.0,0.1,99.9,0,Cellular Bonded
47,300,63,2026-01-04 09:40:18.984969,84.3,6950.0,0.08,99.92,0,Wired IP
48,299,26,2026-08-14 01:10:35.923950,110.3,7313.0,0.4,99.6,0,WiFi
49,113,23,2026-06-03 11:51:00.996324,66.1,11951.0,0.31,99.69,0,Cellular Bonded
50,71,55,2026-04-13 06:02:00.605838,48.6,8192.0,0.2,99.8,0,Satellite Hybrid
51,47,89,2025-10-12 18:18:35.054136,117.7,9098.0,0.43,99.57,0,Wired IP
52,57,99,2026-08-05 10:30:33.921724,29.5,4592.0,0.19,99.81,0,Cellular Bonded
53,82,112,2025-10-03 07:45:34.671817,45.4,9556.0,0.6,99.4,0,Cellular Bonded
54,217,19,2026-08-05 15:08:43.081825,131.4,11189.0,0.19,99.81,0,Cellular Bonded
55,198,33,2025-12-17 10:18:48.356876,36.9,7645.0,0.23,99.77,0,Cellular Bonded
56,240,72,2025-09-23 21:00:40.953936,129.4,3886.0,0.35,99.65,0,WiFi
57,284,30,2026-06-22 17:04:39.703455,75.7,6216.0,0.15,99.85,0,Cellular Bonded
58,6,51,2025-09-23 15:17:28.703619,133.7,11844.0,0.2,99.8,0,Cellular Bonded
59,59,36,2026-07-16 14:03:51.234274,82.3,7251.0,0.23,99.77,0,Cellular Bonded
60,275,6,2025-08-23 20:10:50.889154,143.0,6525.0,0.06,99.94,0,Cellular Bonded
61,175,19,2025-10-09 20:39:39.399051,88.5,8288.0,0.12,99.88,0,Cellular Bonded
62,223,49,2026-07-02 03:55:48.128818,121.2,3986.0,0.18,99.82,0,Cellular Bonded
63,2,35,2026-08-07 07:28:25.627561,93.3,10426.0,0.24,99.76,0,Wired IP
64,135,58,2025-09-14 13:17:18.243040,128.4,13769.0,0.01,99.99,0,Wired IP
65,92,105,2026-05-30 12:37:58.536993,52.1,6872.0,0.02,99.98,0,Satellite Hybrid
66,55,99,2025-11-22 23:34:30.294407,40.0,6658.0,0.04,99.96,0,Cellular Bonded
67,153,8,2026-04-02 18:04:18.439350,133.6,9930.0,0.2,99.8,0,Cellular Bonded
68,260,27,2026-01-10 08:03:23.804429,3.2,9259.0,0.3,99.7,0,Cellular Bonded
69,79,113,2025-09-16 13:21:37.519542,22.4,8230.0,0.06,99.94,0,Cellular Bonded
70,83,89,2025-12-16 04:16:15.936858,67.6,8301.0,0.07,99.93,0,Cellular Bonded
71,272,13,2026-04-21 09:44:24.546680,36.2,9210.0,0.11,99.89,0,Wired IP
72,166,31,2026-03-01 00:45:53.442458,97.2,4953.0,1.54,98.46,0,Cellular Bonded
73,58,112,2026-08-01 12:53:59.699381,72.4,8417.0,0.59,99.41,0,Cellular Bonded
74,158,116,2026-04-04 01:05:01.127159,89.7,8353.0,0.7,99.3,0,WiFi
75,124,5,2026-07-08 04:32:09.292316,1.0,10359.0,0.07,99.93,0,Satellite Hybrid
76,41,114,2026-02-12 08:36:34.245774,97.1,7004.0,2.0,98.0,0,WiFi
77,249,90,2026-03-03 17:32:26.727773,54.5,6731.0,0.05,99.95,0,WiFi
78,273,46,2026-03-31 15:15:31.521003,101.1,7653.0,0.84,99.16,0,Cellular Bonded
79,66,62,2025-11-11 22:32:01.752425,52.2,10370.0,0.14,99.86,0,Satellite Hybrid
80,282,10,2026-04-25 01:43:06.263394,109.4,4345.0,0.38,99.62,0,Satellite Hybrid
81,271,29,2025-12-01 03:26:13.453308,100.0,2608.0,0.36,99.64,0,Cellular Bonded
82,217,19,2025-11-09 06:43:09.540751,52.9,7913.0,0.35,99.65,0,Cellular Bonded
83,277,115,2025-09-20 05:31:50.926097,115.8,9744.0,0.28,99.72,0,Cellular Bonded
84,103,16,2026-08-10 08:53:55.732352,1.0,8427.0,0.26,99.74,0,Cellular Bonded
85,205,32,2026-05-22 19:17:22.475926,130.0,8813.0,0.5,99.5,0,Cellular Bonded
86,192,92,2026-05-02 04:28:49.840427,54.2,11155.0,0.91,99.09,0,Cellular Bonded
87,265,33,2025-09-23 22:15:39.683843,70.2,8950.0,0.19,99.81,0,Cellular Bonded
88,127,93,2025-10-17 23:14:10.870996,9.1,7762.0,0.07,99.93,0,Satellite Hybrid
89,174,90,2025-12-05 13:19:53.261350,147.0,8695.0,1.06,93.94,1,Cellular Bonded
90,284,30,2025-08-28 19:19:36.498696,31.8,8409.0,0.51,99.49,0,Cellular Bonded
91,113,23,2025-12-14 15:33:16.530463,22.7,8158.0,0.78,94.22,1,WiFi
92,31,26,2025-09-07 17:22:45.925572,41.8,5761.0,0.63,99.37,0,Cellular Bonded
93,17,29,2025-12-27 02:12:14.812095,59.2,9991.0,0.04,99.96,0,WiFi
94,37,7,2026-01-22 10:57:02.995347,84.1,2308.0,0.05,99.95,0,Cellular Bonded
95,143,42,2025-11-15 09:07:30.167679,74.9,13626.0,0.36,99.64,0,WiFi
96,110,85,2026-01-15 15:41:24.006538,22.6,9194.0,0.18,99.82,0,Wired IP
97,293,18,2026-04-24 02:56:48.813063,77.7,11774.0,0.12,99.88,0,Cellular Bonded
98,125,35,2025-10-22 23:11:32.238266,92.7,9144.0,0.45,99.55,0,WiFi
99,209,21,2025-10-21 03:29:48.220955,42.3,9080.0,0.22,99.78,0,Cellular Bonded
100,50,10,2026-03-28 17:27:15.394932,85.1,7099.0,0.26,99.74,0,Cellular Bonded
101,182,58,2026-01-04 21:10:35.074278,43.1,5656.0,0.1,99.9,0,Cellular Bonded
102,240,72,2026-04-24 14:38:09.026813,11.9,9882.0,0.4,99.6,0,Cellular Bonded
103,28,90,2026-02-15 21:45:50.408700,47.6,6273.0,0.36,99.64,0,WiFi
104,51,101,2026-03-19 02:44:14.663287,1.0,3065.0,0.52,99.48,0,Cellular Bonded
105,174,90,2025-11-10 23:54:53.222555,106.7,6700.0,0.37,99.63,0,Cellular Bonded
106,56,49,2026-04-08 02:22:41.041733,71.8,8629.0,0.12,99.88,0,Satellite Hybrid
107,98,78,2026-02-01 23:59:59.537683,1.0,11952.0,0.18,99.82,0,Cellular Bonded
108,72,13,2026-04-18 15:53:09.461235,24.1,13200.0,0.71,99.29,0,WiFi
109,143,42,2026-07-12 09:01:22.083587,72.8,6495.0,0.13,99.87,0,Satellite Hybrid
110,39,58,2026-02-04 01:47:10.581497,21.2,9832.0,0.24,99.76,0,Cellular Bonded
111,282,10,2025-12-01 05:39:02.266080,59.3,6678.0,0.18,99.82,0,Wired IP
112,277,115,2026-03-05 18:26:43.910581,1.0,6428.0,0.35,99.65,0,Cellular Bonded
113,48,21,2025-09-14 04:49:20.154048,69.4,8945.0,0.56,99.44,0,Cellular Bonded
114,122,14,2026-07-29 06:53:33.717653,2.8,3445.0,0.69,99.31,0,Cellular Bonded
115,249,90,2026-08-13 18:29:53.184668,1.0,6752.0,0.05,99.95,0,Wired IP
116,206,45,2025-12-05 10:35:58.277452,34.9,9973.0,0.45,99.55,0,Cellular Bonded
117,85,13,2026-08-04 10:01:09.613036,97.5,6284.0,0.8,99.2,0,Satellite Hybrid
118,200,117,2026-04-27 05:31:48.652442,15.5,8062.0,0.03,99.97,0,Cellular Bonded
119,233,87,2026-02-01 00:02:29.012860,37.7,5064.0,0.19,99.81,0,Cellular Bonded
120,285,114,2025-12-06 12:35:49.134590,67.4,3973.0,0.7,99.3,0,Cellular Bonded
121,250,8,2026-08-18 01:11:34.596656,83.0,6674.0,0.34,99.66,0,Satellite Hybrid
122,152,83,2026-06-25 17:45:32.151653,66.0,1829.0,0.2,99.8,0,Cellular Bonded
123,30,93,2025-09-26 04:06:22.035124,124.0,10709.0,0.3,99.7,0,WiFi
124,278,69,2026-01-04 10:50:18.485944,50.5,6875.0,0.68,99.32,0,Cellular Bonded
125,161,89,2025-12-27 06:32:52.556205,93.5,8301.0,0.34,99.66,0,Cellular Bonded
126,300,63,2025-12-04 05:50:50.232826,101.5,4006.0,0.06,99.94,0,Wired IP
127,272,13,2026-04-30 12:04:37.761211,44.3,10329.0,1.22,98.78,0,WiFi
128,261,118,2025-08-26 05:55:58.981349,33.0,8879.0,0.26,99.74,0,Cellular Bonded
129,96,71,2026-06-17 05:38:49.149051,60.7,7828.0,0.6,99.4,0,Cellular Bonded
130,35,115,2026-01-09 17:21:33.750021,91.3,8355.0,0.84,99.16,0,Cellular Bonded
131,121,39,2025-08-21 04:40:01.434824,67.0,7423.0,0.18,99.82,0,Cellular Bonded
132,292,65,2026-06-30 00:32:31.126707,11.8,8696.0,0.1,99.9,0,Cellular Bonded
133,21,46,2026-05-29 08:28:40.959869,90.8,11436.0,0.14,99.86,0,Cellular Bonded
134,215,36,2026-08-08 15:24:59.202820,36.6,10136.0,0.08,99.92,0,WiFi
135,290,33,2026-07-16 15:35:59.344665,125.8,11371.0,0.1,99.9,0,Cellular Bonded
136,134,74,2026-05-17 06:08:40.367733,41.3,6732.0,0.43,99.57,0,WiFi
137,161,89,2026-06-18 06:11:21.831331,100.1,9684.0,0.21,99.79,0,WiFi
138,203,44,2026-07-13 20:17:52.131310,80.2,2565.0,0.26,99.74,0,Cellular Bonded
139,154,112,2026-05-28 09:57:24.493598,81.7,7745.0,0.11,99.89,0,Cellular Bonded
140,38,68,2025-11-10 05:46:44.866802,119.8,7040.0,0.35,94.65,1,WiFi
141,289,120,2026-06-06 23:24:53.689993,83.3,5016.0,0.16,99.84,0,WiFi
142,38,68,2025-11-06 04:24:40.019323,17.2,9282.0,0.03,99.97,0,Cellular Bonded
143,260,27,2025-10-26 15:27:35.509997,9.5,6094.0,0.42,99.58,0,Cellular Bonded
144,179,13,2025-11-17 17:27:08.932396,37.5,6854.0,0.05,99.95,0,Wired IP
145,126,87,2026-05-21 01:18:13.756748,94.3,4904.0,0.67,99.33,0,Satellite Hybrid
146,81,84,2026-05-25 09:30:06.723486,52.7,10565.0,1.25,98.75,0,Cellular Bonded
147,279,47,2026-04-23 18:39:55.285330,76.7,6173.0,1.14,98.86,0,WiFi
148,271,29,2025-10-07 04:02:18.774198,57.1,7051.0,1.07,93.93,1,Cellular Bonded
149,284,30,2025-09-22 16:58:13.489207,88.5,9272.0,0.27,99.73,0,Cellular Bonded
150,54,64,2026-04-04 06:51:23.383329,4.6,7311.0,0.88,99.12,0,Cellular Bonded
151,69,12,2025-09-01 15:06:02.536844,63.8,8648.0,0.02,99.98,0,Cellular Bonded
152,55,99,2026-06-02 02:42:21.661577,96.7,11069.0,0.65,99.35,0,Cellular Bonded
153,80,62,2025-08-30 10:01:35.165182,65.4,6644.0,0.2,99.8,0,Cellular Bonded
154,108,25,2025-12-29 10:15:20.805207,21.9,3553.0,0.32,99.68,0,WiFi
155,105,69,2025-10-05 05:00:52.886479,60.0,6206.0,0.03,99.97,0,Cellular Bonded
156,136,108,2026-07-16 06:56:02.363022,72.0,8614.0,0.1,99.9,0,Wired IP
157,129,75,2025-12-15 12:05:39.489815,30.5,5799.0,0.03,99.97,0,Wired IP
158,27,81,2026-01-16 21:55:37.532745,103.5,7868.0,0.16,99.84,0,Cellular Bonded
159,217,19,2025-10-30 12:52:34.590895,24.6,7832.0,0.27,99.73,0,Wired IP
160,23,115,2026-06-01 08:19:42.196933,159.5,9053.0,0.07,94.93,1,Cellular Bonded
161,67,96,2026-07-04 04:21:26.425563,74.2,5729.0,0.04,99.96,0,Cellular Bonded
162,135,58,2025-12-29 18:59:03.489104,1.0,10436.0,0.07,99.93,0,Cellular Bonded
163,227,1,2026-02-17 09:55:29.825482,73.4,9281.0,0.27,99.73,0,Cellular Bonded
164,219,57,2025-11-25 17:19:20.386589,94.8,7100.0,0.12,99.88,0,Cellular Bonded
165,58,112,2025-10-17 07:17:17.506266,15.3,9514.0,1.53,98.47,0,WiFi
166,77,30,2026-07-17 21:40:02.751968,13.3,8585.0,0.02,99.98,0,Cellular Bonded
167,190,3,2026-07-28 21:42:46.081534,31.9,10273.0,0.31,99.69,0,WiFi
168,76,105,2026-08-06 08:56:03.505364,77.9,6294.0,0.04,99.96,0,Wired IP
169,22,2,2025-12-03 23:26:36.749952,17.2,7901.0,0.17,99.83,0,Cellular Bonded
170,21,46,2026-07-01 23:14:02.601166,97.1,10130.0,0.38,99.62,0,Cellular Bonded
171,108,25,2026-06-07 19:34:12.765085,105.1,8513.0,0.23,99.77,0,Cellular Bonded
172,53,24,2026-02-05 04:45:13.232138,118.1,8618.0,0.54,99.46,0,Wired IP
173,287,5,2025-09-14 17:24:56.880147,30.8,6448.0,0.85,99.15,0,WiFi
174,209,21,2026-05-20 12:48:43.832742,109.0,5855.0,0.68,99.32,0,Satellite Hybrid
175,80,62,2025-11-08 14:19:20.767954,25.5,11717.0,0.31,99.69,0,Cellular Bonded
176,122,14,2026-04-22 02:57:58.357516,74.2,8591.0,0.72,99.28,0,Cellular Bonded
177,91,61,2026-04-21 10:10:01.626680,98.1,9995.0,0.45,99.55,0,WiFi
178,13,40,2026-01-10 07:25:38.366859,60.8,11055.0,0.28,99.72,0,Cellular Bonded
179,171,39,2026-06-22 23:15:16.868355,127.5,4874.0,0.61,99.39,0,Cellular Bonded
180,211,118,2026-03-09 16:18:52.791795,80.8,5812.0,0.0,100.0,0,Cellular Bonded
181,128,107,2025-09-20 04:51:39.570669,48.4,5048.0,0.21,99.79,0,Wired IP
182,56,49,2026-01-09 06:34:22.984207,136.7,8203.0,0.04,99.96,0,Cellular Bonded
183,20,95,2025-11-22 18:37:55.695769,55.2,8277.0,0.27,99.73,0,Satellite Hybrid
184,114,16,2025-10-02 08:28:37.525248,52.7,8164.0,0.16,99.84,0,Satellite Hybrid
185,236,12,2025-12-30 18:53:07.162152,83.2,5956.0,0.55,99.45,0,Wired IP
186,117,109,2026-05-18 15:46:54.513237,87.1,6766.0,0.29,99.71,0,Cellular Bonded
187,99,95,2025-11-21 22:30:24.200391,79.4,6552.0,0.11,99.89,0,Cellular Bonded
188,143,42,2026-01-04 07:52:12.969182,95.9,10206.0,0.14,99.86,0,Cellular Bonded
189,143,42,2026-04-08 08:01:32.535637,62.5,13677.0,0.08,99.92,0,WiFi
190,261,118,2025-12-31 20:11:12.555817,77.2,4558.0,1.56,98.44,0,Cellular Bonded
191,275,6,2026-04-21 13:56:13.845452,93.7,12189.0,0.35,99.65,0,WiFi
192,15,43,2026-02-06 08:18:39.932718,41.7,4748.0,0.25,99.75,0,Cellular Bonded
193,134,74,2026-04-01 09:32:47.153089,92.8,7743.0,0.49,99.51,0,Satellite Hybrid
194,136,108,2026-07-28 12:47:17.467255,69.0,8365.0,0.0,95.0,1,Cellular Bonded
195,223,49,2025-12-15 23:22:15.693103,46.4,7135.0,0.2,99.8,0,Wired IP
196,161,89,2026-03-28 22:37:36.572660,52.2,7954.0,0.13,99.87,0,Cellular Bonded
197,262,63,2026-04-11 15:46:39.762473,100.5,6268.0,1.47,98.53,0,Cellular Bonded
198,296,49,2026-04-07 04:28:10.052066,111.4,7402.0,0.12,99.88,0,Cellular Bonded
199,23,115,2026-02-03 17:09:01.534078,107.1,13083.0,0.17,99.83,0,Cellular Bonded
200,1,50,2026-05-01 03:49:48.412976,58.2,8277.0,0.11,99.89,0,WiFi
201,276,82,2026-04-12 05:40:54.949557,22.5,8345.0,0.86,99.14,0,Cellular Bonded
202,101,83,2025-09-29 19:54:51.572662,84.5,9388.0,0.39,99.61,0,Cellular Bonded
203,36,105,2025-09-03 19:00:09.750697,31.5,9527.0,0.17,99.83,0,Cellular Bonded
204,170,54,2025-08-31 19:44:06.280809,40.7,12073.0,0.04,99.96,0,WiFi
205,64,24,2026-08-16 19:00:03.615282,80.0,8088.0,0.1,99.9,0,Cellular Bonded
206,154,112,2025-09-29 15:02:52.792528,122.5,8525.0,0.32,99.68,0,Satellite Hybrid
207,210,80,2025-11-11 22:47:41.291667,87.1,6912.0,0.22,99.78,0,Cellular Bonded
208,152,83,2026-03-02 11:08:43.524181,20.0,9625.0,0.04,99.96,0,Wired IP
209,99,95,2026-01-07 02:37:54.091143,130.3,7348.0,0.14,99.86,0,WiFi
210,195,113,2025-12-31 16:08:17.368192,52.9,5963.0,1.53,98.47,0,WiFi
211,90,12,2026-07-30 19:12:28.972574,1.0,7909.0,0.82,99.18,0,Cellular Bonded
212,155,109,2026-04-29 11:35:22.208960,96.8,10022.0,0.01,99.99,0,Cellular Bonded
213,1,50,2026-03-03 10:19:33.441112,26.0,9149.0,0.12,99.88,0,Wired IP
214,108,25,2026-03-20 15:23:10.985455,128.3,8950.0,0.33,99.67,0,Satellite Hybrid
215,297,11,2026-05-10 11:25:37.938637,54.3,6258.0,0.13,99.87,0,Cellular Bonded
216,165,70,2026-07-07 10:47:45.079094,44.3,11019.0,0.24,99.76,0,Cellular Bonded
217,227,1,2026-04-14 07:27:56.369432,59.9,5807.0,0.09,99.91,0,Cellular Bonded
218,262,63,2026-06-18 13:40:22.318129,54.7,6176.0,0.57,99.43,0,Cellular Bonded
219,87,19,2026-03-30 23:25:31.916369,107.0,4549.0,0.09,99.91,0,Wired IP
220,146,27,2026-07-27 00:43:38.847741,1.0,10658.0,0.33,99.67,0,Cellular Bonded
221,172,91,2025-11-28 08:30:47.839669,2.4,11244.0,0.91,99.09,0,Cellular Bonded
222,121,39,2026-04-27 05:14:32.621917,166.7,8457.0,0.01,99.99,0,Cellular Bonded
223,116,39,2025-11-05 13:12:43.660653,96.3,9419.0,0.15,99.85,0,WiFi
224,76,105,2026-01-27 13:41:01.502885,78.6,6644.0,0.15,94.85,1,Wired IP
225,126,87,2025-11-12 10:17:40.164531,22.7,7897.0,0.52,99.48,0,Cellular Bonded
226,38,68,2025-12-28 15:11:56.361207,30.5,8909.0,0.46,99.54,0,Cellular Bonded
227,295,111,2026-08-11 07:35:22.611262,44.0,4857.0,1.45,98.55,0,Cellular Bonded
228,197,56,2025-12-30 07:55:40.760784,84.4,7411.0,0.05,99.95,0,WiFi
229,125,35,2026-07-13 09:26:44.017134,11.9,10708.0,0.12,99.88,0,WiFi
230,3,33,2026-04-10 15:01:22.793858,67.8,10605.0,0.11,99.89,0,Cellular Bonded
231,55,99,2025-09-09 08:11:52.873066,74.7,6852.0,0.22,99.78,0,Wired IP
232,113,23,2025-11-26 22:42:26.565271,33.6,9522.0,0.38,99.62,0,Cellular Bonded
233,266,117,2026-08-06 16:08:34.162493,128.3,9284.0,0.66,99.34,0,WiFi
234,286,109,2026-07-30 15:57:59.999919,45.4,8743.0,0.15,99.85,0,Cellular Bonded
235,63,96,2026-06-15 02:25:34.364173,28.1,9260.0,0.43,99.57,0,Wired IP
236,238,96,2025-09-20 16:52:05.916862,99.7,7055.0,0.1,99.9,0,Cellular Bonded
237,287,5,2025-11-03 15:58:18.032888,123.3,6711.0,0.94,99.06,0,Cellular Bonded
238,227,1,2026-04-08 16:17:34.766279,76.3,9866.0,0.83,99.17,0,Cellular Bonded
239,259,64,2026-08-07 17:25:50.787768,49.8,5153.0,0.19,99.81,0,Cellular Bonded
240,281,66,2025-09-05 16:50:14.711597,26.9,7241.0,0.21,99.79,0,WiFi
241,82,112,2025-12-17 23:34:53.364900,49.9,7959.0,0.22,99.78,0,Cellular Bonded
242,244,28,2026-08-14 04:44:29.391741,86.6,10212.0,0.73,99.27,0,Wired IP
243,127,93,2026-06-01 12:24:17.157167,105.1,13142.0,0.4,99.6,0,Cellular Bonded
244,142,40,2025-11-01 03:31:08.208174,33.9,13228.0,0.1,99.9,0,Cellular Bonded
245,267,84,2026-06-17 03:43:19.164925,60.2,7453.0,0.02,99.98,0,Satellite Hybrid
246,123,95,2026-03-08 13:06:48.159027,98.2,6618.0,0.03,99.97,0,Cellular Bonded
247,40,117,2026-03-20 06:59:59.463765,91.2,11819.0,0.03,99.97,0,Wired IP
248,121,39,2026-06-11 00:50:44.723737,50.7,9986.0,0.17,99.83,0,Wired IP
249,164,36,2025-11-11 07:00:47.585830,87.4,13632.0,0.73,99.27,0,Cellular Bonded
250,42,109,2026-05-27 21:55:59.687458,1.0,6760.0,0.62,99.38,0,Satellite Hybrid
251,119,42,2026-06-02 02:59:50.987714,16.0,9965.0,0.1,99.9,0,Cellular Bonded
252,79,113,2026-03-23 19:05:32.559392,72.3,12273.0,0.01,99.99,0,Wired IP
253,33,90,2025-11-27 10:54:53.804557,20.2,7725.0,0.17,99.83,0,Cellular Bonded
254,170,54,2026-08-12 10:45:07.967174,122.3,7321.0,0.41,99.59,0,WiFi
255,213,75,2026-08-13 17:24:29.964855,50.5,6744.0,0.62,99.38,0,Wired IP
256,216,99,2026-03-03 10:31:37.632255,29.2,5673.0,0.26,99.74,0,Wired IP
257,300,63,2026-06-05 17:28:07.603487,40.1,4128.0,0.89,99.11,0,Cellular Bonded
258,11,65,2025-09-27 08:46:53.212500,69.2,6826.0,0.95,99.05,0,Cellular Bonded
259,295,111,2026-06-30 12:38:11.055853,1.0,4167.0,0.26,99.74,0,Satellite Hybrid
260,4,33,2025-10-05 08:26:38.159425,1.0,4375.0,0.26,99.74,0,Satellite Hybrid
261,153,8,2025-12-27 00:16:02.602690,111.4,8303.0,0.02,99.98,0,WiFi
262,215,36,2026-06-02 01:08:17.689915,45.6,9939.0,0.25,99.75,0,Cellular Bonded
263,280,25,2026-03-21 04:38:16.825481,45.3,4643.0,0.02,99.98,0,Cellular Bonded
264,113,23,2025-08-23 23:58:42.789032,41.8,10134.0,0.68,99.32,0,Cellular Bonded
265,140,46,2025-11-23 02:35:42.852645,72.8,10481.0,0.01,99.99,0,WiFi
266,15,43,2025-10-03 12:14:51.512053,62.4,6524.0,1.06,98.94,0,Cellular Bonded
267,208,47,2026-01-18 21:44:22.962401,124.2,6227.0,0.86,99.14,0,WiFi
268,240,72,2025-09-28 17:23:53.310825,98.7,5086.0,0.14,99.86,0,WiFi
269,274,35,2025-09-10 10:33:01.947588,97.4,9338.0,0.02,94.98,1,Wired IP
270,202,58,2026-01-28 21:02:32.396356,97.7,4987.0,0.64,99.36,0,WiFi
271,14,74,2025-12-28 09:31:48.285002,72.7,5953.0,0.32,99.68,0,Wired IP
272,220,18,2026-03-22 22:48:19.249244,1.0,5760.0,0.55,99.45,0,Cellular Bonded
273,237,74,2026-01-30 05:43:21.052974,118.2,11317.0,0.88,99.12,0,Satellite Hybrid
274,134,74,2025-11-07 02:42:34.794365,19.4,8017.0,0.05,99.95,0,Cellular Bonded
275,109,52,2026-03-30 18:38:50.998292,83.1,5313.0,0.54,99.46,0,Cellular Bonded
276,173,74,2026-05-10 17:04:04.510354,87.4,10294.0,0.3,99.7,0,Cellular Bonded
277,195,113,2026-07-15 23:15:29.875654,57.6,6078.0,0.96,99.04,0,WiFi
278,216,99,2026-04-15 18:20:40.500573,58.0,4287.0,0.68,99.32,0,Cellular Bonded
279,42,109,2025-12-06 08:17:32.490647,106.9,7162.0,0.21,99.79,0,Cellular Bonded
280,277,115,2026-04-10 02:00:11.202509,109.7,8329.0,0.36,99.64,0,Cellular Bonded
281,180,114,2025-08-29 14:37:50.224208,27.8,2610.0,0.35,99.65,0,WiFi
282,36,105,2026-08-17 18:17:59.024323,61.9,7136.0,0.3,99.7,0,Cellular Bonded
283,21,46,2026-06-23 12:52:11.121087,83.0,5426.0,0.02,99.98,0,WiFi
